trajectory,inter energy,intra energy,dissociation time
320,18.646,201.016,1.499999966
321,30.342,189.473,0.869999981
322,23.905,195.743,0.87999998
323,17.092,202.18,1.249999972
324,20.759,198.968,0.859999981
325,8.424,210.984,15.12999966
326,20.942,198.82,0.859999981
327,13.249,206.102,3.839999914
328,29.16,190.114,0.999999978
329,12.432,207.227,24.39999945
330,16.416,203.12,1.409999969
331,26.6,193.159,9.599999785
332,16.675,202.912,1.419999968
333,15.221,204.185,1.419999968
334,32.204,187.512,0.719999984
335,20.093,199.191,0.779999983
336,25.239,194.351,1.239999972
337,21.055,198.626,0.829999981
338,15.095,204.273,2.24999995
339,23.02,196.719,1.449999968
340,12.954,206.714,0.979999978
341,14.096,205.276,0.749999983
342,24.56,195.177,1.319999971
343,12.368,207.166,3.779999915
344,13.317,206.213,2.289999949
345,9.79,210.012,2.209999951
346,10.298,209.033,1.409999969
347,19.287,200.382,1.089999976
348,12.931,206.364,1.549999965
349,16.376,203.269,2.539999943
350,12.956,206.808,0.949999979
351,15.157,204.423,0.949999979
352,20.576,199.21,0.699999984
353,11.786,207.673,3.229999928
354,6.811,212.785,2.69999994
355,20.686,198.719,2.819999937
356,5.93,213.438,5.639999874
357,16.865,202.487,1.449999968
358,18.272,201.022,2.23999995
359,14.33,205.056,6.409999857
360,20.572,199.148,5.299999881
361,14.42,205.362,1.869999958
362,26.438,192.955,0.989999978
363,28.8,190.737,1.209999973
364,14.502,204.764,1.599999964
365,22.391,197.174,0.88999998
366,20.12,199.388,1.039999977
367,16.258,203.373,1.689999962
368,15.454,204.324,3.309999926
369,13.258,206.265,5.839999869
370,15.125,204.275,1.979999956
371,8.037,211.457,2.029999955
372,11.156,208.117,2.779999938
373,25.786,193.792,1.479999967
374,25.895,193.371,0.839999981
375,12.551,207.174,2.019999955
376,16.342,203.061,1.529999966
377,14.323,205.115,0.89999998
378,14.3,205.507,0.939999979
379,16.916,202.7,1.219999973
380,20.478,199.184,1.709999962
381,15.579,203.892,1.629999964
382,10.292,209.008,3.539999921
383,11.578,208.079,6.009999866
384,26.369,193.231,1.159999974
385,23.787,195.726,4.359999903
386,25.878,193.833,1.849999959
387,19.064,200.739,1.739999961
388,13.267,206.528,1.679999962
389,25.441,194.353,0.659999985
390,11.969,207.578,9.889999779
391,25.363,194.279,0.87999998
392,15.695,203.714,1.479999967
393,16.241,203.074,5.35999988
394,17.257,202.257,1.259999972
395,19.73,199.645,1.969999956
396,30.774,188.736,1.029999977
397,11.031,208.233,1.929999957
398,9.87,209.523,1.739999961
399,16.591,202.837,1.639999963
400,20.993,198.326,0.929999979
401,17.37,202.336,0.849999981
402,19.939,199.468,1.449999968
403,24.203,195.348,0.90999998
404,17.5,202.14,1.519999966
405,21.281,198.147,0.999999978
406,14.745,204.556,0.969999978
407,23.025,196.604,0.799999982
408,11.794,207.742,10.33999977
409,15.055,204.209,1.269999972
410,26.151,193.633,0.749999983
411,10.667,209.071,1.909999957
412,27.152,192.408,0.819999982
413,6.968,212.427,2.149999952
414,27.131,192.641,0.989999978
415,19.933,199.511,3.899999913
416,26.416,193.289,0.999999978
417,17.6,201.905,2.329999948
418,17.44,201.829,3.009999933
419,11.899,207.864,3.189999929
420,11.164,208.346,1.32999997
421,9.134,210.623,1.369999969
422,19.26,200.379,1.139999975
423,12.848,206.655,1.279999971
424,14.064,205.265,13.65999969
425,24.87,194.649,0.769999983
426,9.193,210.367,2.169999951
427,13.055,206.514,0.90999998
428,11.049,208.455,1.089999976
429,12.281,207.227,1.279999971
430,15.301,204.286,1.289999971
431,17.096,202.377,3.409999924
432,18.52,201.243,1.949999956
433,14.427,205.384,1.069999976
434,32.474,187.01,0.729999984
435,16.471,203.324,4.079999909
436,8.725,210.753,3.10999993
437,21.192,198.154,0.759999983
438,13.803,205.552,2.099999953
439,8.029,211.497,7.709999828
440,26.021,193.441,1.119999975
441,20.55,198.732,0.759999983
442,14.186,205.109,1.059999976
443,22.571,196.821,1.659999963
444,11.136,208.433,0.919999979
445,10.997,208.429,7.15999984
446,24.551,194.908,1.389999969
447,31.714,187.83,0.729999984
448,8.019,211.693,12.22999973
449,9.632,210.083,1.999999955
450,9.875,209.758,2.319999948
451,18.792,200.679,2.769999938
452,15.851,203.82,1.039999977
453,22.886,196.495,1.829999959
454,25.103,194.604,1.35999997
455,14.28,205.481,5.609999875
456,39.476,180.143,0.539999988
457,16.578,202.672,4.169999907
458,14.777,204.82,1.209999973
459,8.678,210.852,6.039999865
460,15.581,203.903,1.209999973
461,20.844,198.793,1.109999975
462,24.336,195.424,0.88999998
463,12.976,206.656,1.899999957
464,15.896,203.485,1.859999958
465,11.849,207.559,1.149999974
466,14.377,205.287,2.369999947
467,20.164,199.634,0.779999983
468,16.826,202.991,0.869999981
469,11.784,207.75,1.79999996
470,15.161,204.456,1.089999976
471,9.842,209.494,3.849999914
472,17.058,202.487,0.999999978
473,20.748,198.709,0.959999978
474,23.522,195.806,0.89999998
475,13.308,206.14,1.059999976
476,12.946,206.558,3.069999931
477,21.39,198.124,0.869999981
478,21.133,198.157,1.589999965
479,21.959,197.86,1.589999965
480,32.622,186.702,0.809999982
481,14.535,205.097,2.21999995
482,12.785,206.577,22.4199995
483,14.169,205.466,1.039999977
484,13.602,206.057,4.00999991
485,9.953,209.622,2.879999936
486,26.655,192.671,1.009999977
487,11.288,208.308,1.099999975
488,5.612,214.049,1.669999963
489,7.756,211.817,0.919999979
490,25.238,194.049,1.009999977
491,16.047,203.376,1.669999963
492,17.936,201.405,2.159999952
493,21.4,198.078,1.969999956
494,23.051,196.48,1.819999959
495,22.017,197.49,0.749999983
496,28.726,190.68,0.939999979
497,12.461,207.218,6.039999865
498,32.885,186.918,0.659999985
499,21.93,197.523,0.789999982
500,26.293,193.199,0.799999982
501,23.991,195.751,1.679999962
502,26.698,192.556,0.929999979
503,13.819,205.66,2.209999951
504,10.555,208.962,8.479999811
505,16.746,202.716,1.729999961
506,31.671,187.606,0.699999984
507,12.054,207.392,1.139999975
508,14.36,205.231,2.019999955
509,34.806,184.503,0.559999988
510,17.905,201.58,2.339999948
511,17.857,201.94,0.739999983
512,14.751,204.877,0.789999982
513,13.951,205.794,1.399999969
514,18.427,201.336,1.099999975
515,23.151,196.133,1.099999975
516,15.19,204.188,9.099999797
517,6.119,213.133,5.499999877
518,32.907,186.465,0.969999978
519,14.958,204.581,1.279999971
520,12.809,206.827,2.049999954
521,15.861,203.656,1.509999966
522,15.758,203.83,1.869999958
523,11.251,208.23,1.249999972
524,20.617,198.704,0.849999981
525,17.21,202.08,1.109999975
526,12.811,206.684,0.979999978
527,14.49,205.228,6.559999853
528,7.619,212.202,4.749999894
529,27.187,192.199,0.819999982
530,10.787,208.956,1.719999962
531,13.588,205.732,8.189999817
532,34.248,185.333,0.649999986
533,18.061,201.73,1.439999968
534,21.191,198.442,0.849999981
535,12.631,206.818,1.33999997
536,18.997,200.333,1.879999958
537,27.886,191.728,1.249999972
538,15.435,204.151,1.279999971
539,34.794,184.793,2.23999995
540,27.236,192.205,0.669999985
541,16.891,202.601,1.089999976
542,10.926,208.528,2.549999943
543,24.261,195.312,0.639999986
544,15.933,203.635,1.169999974
545,14.484,205.134,1.189999973
546,34.352,184.934,1.029999977
547,11.41,208.119,1.659999963
548,5.703,213.684,5.209999884
549,16.488,203.228,1.089999976
550,13.858,205.906,10.02999978
551,10.384,209.344,13.64999969
552,15.531,203.968,0.949999979
553,14.131,205.151,1.499999966
554,23.79,195.711,1.35999997
555,18.729,200.625,0.989999978
556,23.954,195.429,1.179999974
557,16.331,203.408,11.96999973
558,31.902,187.632,0.649999986
559,13.773,205.858,6.799999848
560,13.817,205.925,2.839999936
561,7.396,212.097,9.939999778
562,13.065,206.464,3.629999919
563,17.936,201.851,1.439999968
564,10.795,208.639,2.649999941
565,13.559,205.727,1.589999965
566,27.647,192.12,1.009999977
567,21.697,198.096,0.689999985
568,13.64,206.176,1.249999972
569,19.067,200.632,1.35999997
570,21.93,197.832,0.849999981
571,15.524,203.746,1.579999965
572,14.609,205.044,1.369999969
573,40.045,179.623,0.659999985
574,12.848,206.513,4.159999907
575,20.154,199.268,0.769999983
576,10.723,208.914,2.23999995
577,24.625,194.974,1.969999956
578,24.066,195.59,1.139999975
579,28.786,190.896,0.989999978
580,7.995,211.51,0.839999981
581,21.405,198.254,0.88999998
582,17.87,201.564,1.119999975
583,23.708,195.719,1.629999964
584,19.589,200.17,1.35999997
585,10.294,209.301,1.33999997
586,9.32,210.434,1.409999969
587,12.78,206.686,2.809999937
588,21.29,198.075,2.22999995
589,31.477,188.22,0.739999983
590,17.893,201.447,2.279999949
591,16.989,202.818,0.789999982
592,11.557,208.111,0.929999979
593,18.832,200.789,1.239999972
594,12.34,206.912,1.599999964
595,13.01,206.805,1.589999965
596,17.655,201.956,2.049999954
597,15.531,204.095,2.299999949
598,8.678,210.849,2.519999944
599,22.414,197.028,0.999999978
600,5.225,214.043,1.589999965
601,25.032,194.751,0.959999978
602,16.147,203.548,2.069999954
603,12.72,206.827,1.699999962
604,18.799,200.849,0.919999979
605,19.623,200.091,0.829999981
606,18.582,201.052,1.509999966
607,7.031,212.765,1.589999965
608,17.15,202.494,3.779999915
609,16.345,203.156,18.61999958
610,21.21,198.464,1.689999962
611,16.758,202.928,1.069999976
612,15.946,203.63,1.729999961
613,3.212,216.462,5.539999876
614,11.12,208.544,1.289999971
615,19.799,199.779,1.049999977
616,19.343,200.216,1.159999974
617,35.081,184.398,0.639999986
618,18.324,201.223,1.34999997
619,15.322,203.978,0.919999979
620,24.118,195.413,5.299999881
621,10.433,208.998,3.609999919
622,23.478,196.151,1.099999975
623,16.52,202.96,0.739999983
624,15.189,204.179,2.69999994
625,21.604,198.088,4.189999906
626,10.586,209.164,1.179999974
627,16.713,202.653,1.459999967
628,3.195,216.507,5.549999876
629,15.295,203.98,0.90999998
630,22.48,196.785,1.76999996
631,8.934,210.693,4.749999894
632,24.317,195.474,1.549999965
633,12.402,207.098,1.269999972
634,19.124,200.308,1.249999972
635,15.282,204.421,1.169999974
636,24.083,195.304,4.569999898
637,7.705,212.029,9.309999792
638,7.916,211.481,2.799999937
639,25.43,194.151,1.029999977
640,13.922,205.695,1.579999965
641,15.906,203.375,0.949999979
642,15.233,204.188,2.149999952
643,18.263,201.196,0.769999983
644,28.451,191.314,0.659999985
645,15.862,203.652,1.33999997
646,20.353,199.058,1.759999961
647,12.161,207.291,2.289999949
648,28.922,190.709,0.819999982
649,27.998,191.386,0.88999998
650,35.874,183.869,0.699999984
651,35.166,184.45,0.709999984
652,9.563,210.174,15.84999965
653,20.771,198.775,0.88999998
654,13.526,205.74,1.249999972
655,13.111,206.579,1.029999977
656,13.579,205.809,1.239999972
657,24.759,194.58,0.859999981
658,5.311,214.062,16.11999964
659,10.504,209.209,4.349999903
660,26.782,192.992,0.849999981
661,16.76,203.033,1.269999972
662,26.666,192.777,0.629999986
663,11.253,208.449,1.539999966
664,10.512,208.986,12.49999972
665,12.42,206.948,1.679999962
666,14.712,204.864,3.12999993
667,12.238,207.27,1.429999968
668,19.559,199.998,1.019999977
669,27.142,192.597,0.839999981
670,14.43,205.007,0.819999982
671,26.976,192.704,0.969999978
672,26.987,192.295,0.739999983
673,13.899,205.645,9.949999778
674,15.874,203.719,1.559999965
675,27.844,191.423,0.929999979
676,15.671,203.813,1.679999962
677,26.612,192.662,1.109999975
678,15.492,204.138,0.979999978
679,20.05,199.254,1.249999972
680,25.493,194.178,1.099999975
681,12.902,206.822,1.489999967
682,15.884,203.856,1.259999972
683,24.446,195.345,0.979999978
684,19.515,199.884,1.239999972
685,8.633,210.958,2.24999995
686,14.66,204.798,1.749999961
687,28.146,191.668,1.829999959
688,30.381,189.176,0.769999983
689,22.488,197.058,0.759999983
690,21.299,198.518,1.659999963
691,11.909,207.68,5.119999886
692,19.849,199.43,1.759999961
693,13.751,206.023,7.349999836
694,7.609,211.723,5.37999988
695,25.282,194.224,0.819999982
696,10.935,208.576,2.389999947
697,10.169,209.51,7.359999836
698,19.92,199.416,0.869999981
699,7.156,212.41,2.039999954
700,29.576,189.94,1.519999966
701,27.872,191.945,0.989999978
702,20.692,198.689,2.169999951
703,11.86,207.549,0.89999998
704,17.702,201.802,0.989999978
705,10.743,209.064,2.659999941
706,8.707,210.906,2.21999995
707,15.777,203.906,8.309999814
708,24.739,194.586,0.949999979
709,16.83,202.667,1.649999963
710,20.793,198.773,0.929999979
711,19.964,199.76,0.779999983
712,14.501,205.216,0.929999979
713,23.295,196.119,1.259999972
714,12.217,207.468,1.119999975
715,26.918,192.581,0.739999983
716,7.125,212.231,1.209999973
717,23.076,196.614,1.199999973
718,11.012,208.61,4.329999903
719,20.833,198.714,0.779999983
720,8.106,211.692,2.329999948
721,22.922,196.438,0.89999998
722,13.201,206.41,1.069999976
723,20.691,198.653,1.32999997
724,18.878,200.645,1.089999976
725,8.271,211.345,6.289999859
726,19.147,200.212,1.269999972
727,14.22,205.245,6.869999846
728,7.621,212.181,4.349999903
729,10.377,209.367,1.499999966
730,19.427,200.342,1.419999968
731,34.377,185.323,1.009999977
732,11.82,207.463,1.419999968
733,6.531,213.268,2.889999935
734,26.155,193.222,0.869999981
735,5.92,213.487,3.55999992
736,20.871,198.854,4.629999897
737,22.071,197.422,0.929999979
738,18.921,200.756,2.159999952
739,12.161,207.631,3.309999926
740,17.565,202.079,1.519999966
741,15.95,203.491,1.679999962
742,21.425,197.863,1.089999976
743,13.551,206.026,6.679999851
744,12.083,207.322,1.059999976
745,6.766,212.534,2.969999934
746,14.949,204.809,1.139999975
747,12.408,207.176,1.309999971
748,12.508,207.282,3.689999917
749,15.213,204.086,1.859999958
750,32.186,187.333,2.149999952
751,20.286,199.08,0.939999979
752,14.567,205.238,1.559999965
753,12.425,207.177,0.689999985
754,22.822,196.848,0.849999981
755,12.709,206.715,9.639999785
756,10.313,209.426,1.839999959
757,27.259,192.076,1.299999971
758,19.82,199.775,1.509999966
759,15.926,203.761,1.199999973
760,21.642,197.866,1.459999967
761,15.023,204.373,1.739999961
762,29.954,189.644,1.049999977
763,11.038,208.666,1.509999966
764,18.874,200.863,0.729999984
765,15.68,204.023,1.259999972
766,18.469,201.145,0.939999979
767,12.544,207.232,1.409999969
768,18.515,200.85,0.949999979
769,13.867,205.896,4.799999893
770,11.456,208.305,1.249999972
771,26.023,193.724,0.959999978
772,25.817,193.749,0.719999984
773,19.71,199.691,1.539999966
774,21.903,197.76,0.959999978
775,13.371,206.237,1.369999969
776,28.846,190.508,0.739999983
777,19.523,199.733,1.449999968
778,21.922,197.818,0.739999983
779,8.953,210.659,1.169999974
780,32.531,186.98,0.569999987
781,18.957,200.506,0.789999982
782,12.29,207.177,10.72999976
783,16.261,203.043,5.739999872
784,10.488,208.956,1.629999964
785,22.266,197.231,1.229999972
786,12.58,206.749,1.119999975
787,17.105,202.434,1.199999973
788,14.412,205.092,3.459999923
789,12.527,207.264,1.959999956
790,13.914,205.827,2.189999951
791,26.28,193.454,1.469999967
792,14.554,204.892,1.459999967
793,13.098,206.614,1.109999975
794,8.231,211.327,2.469999945
795,15.922,203.482,1.619999964
796,28.014,191.452,0.789999982
797,10.423,209.195,2.399999946
798,16.062,203.518,1.179999974
799,16.313,203.293,6.099999864
800,18.775,200.919,1.119999975
801,15.256,204.351,1.479999967
802,31.449,188.065,1.129999975
803,8.944,210.527,9.959999777
804,16.3,203.298,1.009999977
805,16.738,202.859,1.999999955
806,24.142,195.659,0.869999981
807,15.208,204.354,1.049999977
808,12.666,206.969,4.109999908
809,19.321,199.968,1.089999976
810,18.844,200.697,1.469999967
811,14.531,205.214,2.589999942
812,9.342,210.046,0.769999983
813,11.326,208.263,5.409999879
814,13.227,206.375,1.659999963
815,29.174,190.4,1.109999975
816,19.924,199.578,1.499999966
817,22.878,196.472,1.229999972
818,17.181,202.172,4.169999907
819,11.848,207.719,4.91999989
820,13.205,206.49,1.759999961
821,35.004,184.695,0.87999998
822,21.093,198.305,1.589999965
823,14.702,204.827,19.26999957
824,9.629,210.007,2.129999952
825,28.16,191.407,0.789999982
826,12.866,206.72,0.989999978
827,14.183,205.381,2.179999951
828,19.702,199.585,1.449999968
829,19.542,200.047,0.789999982
830,8.117,211.243,8.799999803
831,16.927,202.638,1.169999974
832,27.784,191.902,0.939999979
833,20.158,199.53,1.109999975
834,20.002,199.689,1.169999974
835,19.503,199.933,2.269999949
836,20.152,199.212,1.299999971
837,5.84,213.787,6.739999849
838,12.509,206.872,2.409999946
839,10.714,208.715,1.219999973
840,8.133,211.586,1.699999962
841,9.916,209.411,7.789999826
842,17.563,201.847,0.999999978
843,13.048,206.665,2.419999946
844,21.028,198.641,1.35999997
845,21.637,197.686,0.959999978
846,16.345,203.338,1.419999968
847,15.39,204.271,1.019999977
848,14.282,205.526,3.999999911
849,25.72,194.042,1.33999997
850,17.67,201.768,2.369999947
851,21.69,198.087,2.899999935
852,17.972,201.758,1.849999959
853,23.251,196.496,1.34999997
854,15.566,203.795,0.829999981
855,24.22,195.541,1.439999968
856,14.285,205.364,1.219999973
857,25.307,194.112,0.789999982
858,14.857,204.899,0.769999983
859,20.066,199.242,1.829999959
860,27.248,192.528,1.109999975
861,24.802,194.753,1.159999974
862,19.625,199.926,0.829999981
863,7.121,212.532,4.889999891
864,34.754,184.902,1.929999957
865,17.384,202.006,1.299999971
866,11.033,208.667,5.779999871
867,20.983,198.551,1.059999976
868,28.672,190.769,1.299999971
869,12.101,207.672,10.81999976
870,23.819,195.594,1.279999971
871,19.981,199.319,1.33999997
872,19.074,200.705,1.209999973
873,18.348,201.056,1.019999977
874,22.283,197.325,1.379999969
875,9.965,209.752,1.629999964
876,11.93,207.758,1.139999975
877,16.906,202.704,0.929999979
878,21.624,197.637,1.219999973
879,17.357,201.918,1.069999976
880,12.606,206.948,1.519999966
881,18.894,200.778,0.829999981
882,9.882,209.59,1.089999976
883,14.467,205.1,4.509999899
884,13.338,206.231,2.69999994
885,14.664,204.659,1.249999972
886,17.91,201.636,1.129999975
887,10.517,208.987,2.139999952
888,20.821,198.798,1.399999969
889,24.655,194.7,1.439999968
890,16.576,203.108,0.88999998
891,21.366,198.258,1.099999975
892,21.353,198.32,0.939999979
893,15.771,203.902,11.56999974
894,9.992,209.317,2.629999941
895,20.172,199.334,1.199999973
896,22.957,196.435,0.659999985
897,25.712,193.916,1.519999966
898,15.632,203.908,2.619999941
899,14.051,205.457,1.159999974
900,18.685,200.907,1.949999956
901,17.709,201.551,5.939999867
902,15.041,204.374,0.919999979
903,11.65,207.824,1.679999962
904,17.027,202.382,1.549999965
905,28.249,191.363,0.849999981
906,31.105,188.529,0.799999982
907,29.646,189.871,1.239999972
908,13.334,206.256,1.149999974
909,19.337,200.219,0.989999978
910,8.114,211.151,4.109999908
911,15.102,204.188,0.89999998
912,18.946,200.445,0.87999998
913,14.397,205.353,4.599999897
914,10.428,209.122,2.129999952
915,12.303,207.368,1.569999965
916,26.815,192.686,2.25999995
917,17.947,201.409,1.979999956
918,11.951,207.858,0.89999998
919,13.655,205.672,1.029999977
920,16.488,203.303,1.759999961
921,14.186,205.161,1.369999969
922,26.961,192.732,0.679999985
923,15.174,204.495,3.349999925
924,6.205,213.413,2.429999946
925,18.967,200.333,1.669999963
926,9.789,209.979,2.659999941
927,16.286,202.976,1.259999972
928,13.119,206.479,4.659999896
929,9.861,209.949,2.279999949
930,17.587,201.833,1.159999974
931,12.072,207.585,1.099999975
932,22.204,197.125,5.689999873
933,26.444,193.06,1.79999996
934,8.442,211.14,4.819999892
935,13.323,206.471,1.599999964
936,7.971,211.602,4.809999892
937,17.665,202.148,8.879999802
938,22.287,197.224,1.209999973
939,13.146,206.482,1.549999965
940,20.848,198.728,1.78999996
941,23.118,196.522,0.779999983
942,9.818,209.613,3.419999924
943,14.715,204.622,1.309999971
944,18.518,200.897,0.999999978
945,7.998,211.257,8.309999814
946,18.962,200.83,0.949999979
947,26.136,193.201,0.729999984
948,9.472,209.82,2.609999942
949,10.849,208.862,6.109999863
950,37.463,182.102,5.279999882
951,20.149,199.16,0.959999978
952,25.341,194.234,0.759999983
953,19.27,200.434,1.129999975
954,14.703,204.702,1.559999965
955,13.248,206.394,2.409999946
956,18.876,200.834,1.209999973
957,7.671,211.953,8.679999806
958,19.552,200.259,0.88999998
959,27.399,192.191,1.019999977
960,14.472,204.949,0.89999998
961,9.086,210.283,1.159999974
962,12.966,206.801,0.989999978
963,13.054,206.469,1.309999971
964,23.17,196.177,2.819999937
965,18.171,201.408,1.249999972
966,20.33,199.136,1.089999976
967,12.331,207.326,2.069999954
968,34.851,184.457,2.079999954
969,18.007,201.332,0.919999979
970,12.524,207.02,1.499999966
971,32.148,187.567,0.829999981
972,19.408,200.233,1.79999996
973,12.215,207.368,4.639999896
974,14.511,204.828,0.87999998
975,21.681,198.113,1.249999972
976,18.205,201.585,1.369999969
977,6.812,212.463,2.889999935
978,15.589,203.785,11.92999973
979,20.072,199.51,1.149999974
980,29.732,189.689,0.679999985
981,11.177,208.519,1.749999961
982,11.273,208.47,5.059999887
983,40.943,178.371,0.769999983
984,21.122,198.678,1.029999977
985,18.135,201.238,4.129999908
986,14.062,205.232,0.929999979
987,11.005,208.342,0.969999978
988,8.708,210.715,3.719999917
989,25.009,194.396,0.689999985
990,12.579,207.229,1.469999967
991,16.825,202.671,1.639999963
992,24.23,195.138,0.649999986
993,23.309,196.176,0.939999979
994,17.482,202.093,1.459999967
995,12.632,206.968,2.859999936
996,11.647,207.792,1.34999997
997,15.248,204.469,15.61999965
998,15.992,203.733,1.149999974
999,14.378,205.303,1.279999971
1000,21.408,197.876,0.859999981
1001,10.017,209.563,1.319999971
1002,16.67,202.907,1.839999959
1003,24.757,194.614,1.589999965
1004,9.653,209.701,1.619999964
1005,11.824,207.841,6.319999859
1006,9.699,209.818,1.409999969
1007,12.71,207.104,1.399999969
1008,5.441,214.04,3.669999918
1009,14.264,205.436,1.239999972
1010,28.401,191.148,0.999999978
1011,20.35,199.125,4.91999989
1012,16.168,203.15,1.259999972
1013,23.126,196.296,1.319999971
1014,14.468,205.241,2.089999953
1015,4.75,214.858,1.559999965
