trajectory,inter,intra,dissociation time
1,17.38757155,210.7319371,0.799999982
2,32.14120529,197.4356969,2.469999945
3,22.87700114,205.8009292,1.409999969
4,20.9560153,207.7066619,1.319999971
5,13.70995954,216.0192852,0.609999986
6,19.7802466,209.4409578,2.039999954
7,10.66480758,217.9145533,0.759999983
8,20.82191751,207.9674482,0.649999986
9,13.73313324,215.2762402,1.479999967
10,20.02674353,207.9479485,0.789999982
11,8.144142816,220.3683917,0.859999981
12,13.27657913,215.6681773,2.549999943
13,14.67869292,214.850336,1.559999965
14,35.08225204,193.61594,3.349999925
15,28.99116984,200.7924089,1.34999997
16,12.88456769,215.4476769,1.659999963
17,11.82253338,217.3116369,0.90999998
18,21.13518184,208.2374982,1.179999974
19,24.31943402,204.8388706,1.079999976
20,21.50082416,208.1683631,0.739999983
21,31.48561558,197.827005,1.32999997
22,22.01270179,207.2844174,0.869999981
23,20.67173853,207.5424875,0.509999989
24,15.42149635,214.2296069,1.449999968
25,18.14370936,210.8032738,1.029999977
26,17.88056798,211.551837,0.819999982
27,20.35085161,209.3429164,1.199999973
28,21.84436383,206.1452037,0.539999988
29,38.10924703,191.3472623,1.149999974
30,25.02877127,203.1389135,0.859999981
31,10.15275468,217.9945247,0.939999979
32,6.489058899,221.240243,1.179999974
33,15.62332795,213.0877341,0.609999986
34,17.86372452,211.6674625,0.789999982
35,17.56503974,211.758842,0.88999998
36,19.96033896,209.7486919,0.729999984
37,16.64452452,211.6891351,0.519999988
38,13.02727448,216.0031022,0.90999998
39,17.70644789,212.0071051,1.049999977
40,24.91468435,204.5681344,1.909999957
41,9.090842745,220.4750965,2.149999952
42,8.940919371,219.923817,1.989999956
43,27.42692194,201.1248177,0.819999982
44,17.68314153,211.8020443,0.599999987
45,9.514232881,219.6650036,1.759999961
46,20.29524846,208.2143674,1.539999966
47,24.98078613,204.231351,0.679999985
48,17.69932909,211.4005861,1.219999973
49,13.81000157,215.6726948,0.849999981
50,7.139655325,221.3471766,0.949999979
51,31.45924646,197.5830307,0.87999998
52,20.9889065,206.8189135,1.229999972
53,9.158778127,219.851451,2.069999954
54,16.96360472,212.8063331,0.949999979
55,15.83096312,212.638842,1.289999971
56,10.36550007,216.7544675,0.959999978
57,26.28939228,201.3769121,1.299999971
58,8.887731951,220.278842,1.189999973
59,17.60676097,211.4251751,1.32999997
60,30.49619685,197.9422016,0.719999984
61,19.63460829,209.4237741,1.289999971
62,9.417428306,219.205847,1.609999964
63,34.09550636,195.1231308,1.959999956
64,17.898994,210.6953681,1.209999973
65,17.25538942,212.0566833,0.89999998
66,7.998602859,221.4999714,1.239999972
67,15.68385604,213.2605432,1.33999997
68,26.18506519,202.1733953,0.759999983
69,19.94691851,209.3052323,0.88999998
70,18.26397441,211.2797284,1.899999957
71,15.18740944,213.5494639,1.089999976
72,12.05951637,217.2669192,2.489999944
73,13.74583259,215.1517798,0.489999989
74,17.16235068,211.9200715,1.169999974
75,14.87715983,214.348263,0.679999985
76,15.66058914,213.4899643,1.209999973
77,15.05103259,214.2983417,0.88999998
78,19.94162902,208.7323946,0.849999981
79,18.14194439,210.758213,0.509999989
80,17.56208878,211.0534811,8.989999799
81,10.06854996,218.9835454,1.389999969
82,28.74331337,200.0843317,0.819999982
83,18.29041015,210.5250751,0.809999982
84,9.597417155,219.5352252,1.499999966
85,33.55310722,195.5166976,0.659999985
86,21.94134453,207.4888778,0.839999981
87,13.60792895,215.980772,0.699999984
88,21.68363302,208.222802,1.489999967
89,11.6066366,216.4357541,0.739999983
90,24.33240986,205.3458327,0.739999983
91,39.25794067,189.5954968,1.129999975
92,24.58264146,205.3259614,0.939999979
93,6.253291923,221.6405575,1.099999975
94,15.40015197,213.7915797,0.839999981
95,14.13386891,215.0975411,0.999999978
96,17.23337141,211.7549249,1.479999967
97,30.4419258,198.3816011,1.079999976
98,15.01178999,213.8300357,0.779999983
99,43.07526476,186.6792709,4.159999907
100,22.93369621,205.9528949,1.199999973
101,12.02107891,217.5910365,2.789999938
102,13.24896226,215.1441744,1.439999968
103,21.18167191,208.0819299,1.189999973
